Date,SPX.open,SPX.high,SPX.low,SPX.close,SPX.volume,SPX.total_ret_index_gross_dvd,SPX.total_ret_index_net_dvd
1990-03-01,331.86,334.4,331.08,332.74,130519600.0,777.5568,512.9061
1990-03-02,332.72,335.54,332.72,335.54,132240800.0,784.1444,517.2516
1990-03-05,335.53,336.38,333.49,333.74,110816300.0,780.2423,514.6776
1990-03-06,333.77,337.93,333.57,337.93,113829500.0,790.1073,521.1849
1990-03-07,337.92,338.84,336.33,336.95,130367500.0,787.8425,519.691
1990-03-08,336.98,340.66,336.95,340.27,136123300.0,795.6267,524.8257
1990-03-09,340.12,340.12,336.84,337.93,120170900.0,790.4938,521.4399
1990-03-12,337.91,339.08,336.14,338.67,89173800.0,792.2738,522.614
1990-03-13,338.66,338.67,335.36,336.0,116343700.0,786.0559,518.5125
1990-03-14,335.99,337.63,334.93,336.87,108998300.0,788.1075,519.8658
1990-03-15,336.89,338.91,336.87,338.07,106222000.0,790.9364,521.7318
1990-03-16,338.1,341.91,338.07,341.91,192465300.0,799.9444,527.6739
1990-03-19,341.86,343.76,339.12,343.53,114005000.0,803.7485,530.1832
1990-03-20,343.51,344.49,340.87,341.57,142631900.0,799.2412,527.21
1990-03-21,341.57,342.34,339.56,339.74,97730200.0,794.966,524.3899
1990-03-22,339.74,339.77,333.62,335.69,138609100.0,785.4893,518.1387
1990-03-23,335.69,337.58,335.69,337.22,95719800.0,789.0793,520.5068
1990-03-26,337.22,339.74,337.22,337.63,81906200.0,790.4953,521.4409
1990-03-27,337.63,341.5,337.03,341.5,90706500.0,799.5884,527.439
1990-03-28,341.5,342.58,340.6,342.0,125175464.0,800.7791,528.2245
1990-03-29,342.0,342.07,339.77,340.79,98091100.0,797.946,526.3556
1990-03-30,340.79,341.41,338.21,339.94,104728200.0,796.03,525.0918
1990-04-02,339.94,339.94,336.33,338.7,94867800.0,793.2828,523.2796
1990-04-03,338.7,343.76,338.7,343.64,114472500.0,804.9649,530.9856
1990-04-04,343.64,344.12,340.4,341.09,120413500.0,799.3566,527.2861
1990-04-05,341.09,342.85,340.63,340.73,110528000.0,798.5315,526.7419
1990-04-06,340.73,341.73,338.94,340.08,106018200.0,797.0851,525.7878
1990-04-09,340.08,341.83,339.88,341.37,82474500.0,800.1255,527.7933
1990-04-10,341.37,342.41,340.62,342.07,97380200.0,801.7662,528.8756
1990-04-11,342.07,343.0,341.26,341.92,106666700.0,801.4183,528.6461
1990-04-12,341.92,344.79,341.91,344.34,106304300.0,807.1643,532.4364
1990-04-16,344.34,347.3,344.17,344.74,112088900.0,808.1786,533.1054
1990-04-17,344.74,345.19,342.06,344.68,99410500.0,808.0519,533.0219
1990-04-18,344.71,345.33,340.11,340.72,125202900.0,798.798,526.9176
1990-04-19,340.72,340.72,337.59,338.09,123720700.0,792.6464,522.8599
1990-04-20,338.12,338.52,333.41,335.12,148052500.0,785.7051,518.2811
1990-04-23,335.12,335.12,330.09,331.05,107801900.0,776.2512,512.0449
1990-04-24,331.22,332.97,329.71,330.36,106028100.0,774.6871,511.0132
1990-04-25,330.4,332.74,330.36,332.03,101221900.0,778.6645,513.6369
1990-04-26,332.06,333.76,330.67,332.92,109140100.0,780.8774,515.0966
1990-04-27,332.93,333.57,328.71,329.11,98646000.0,771.9632,509.2164
1990-04-30,329.06,331.31,327.76,330.8,93658600.0,776.1126,511.9535
1990-05-01,330.8,332.83,330.8,332.25,113449400.0,779.7212,514.3339
1990-05-02,332.27,334.48,332.15,334.48,107239900.0,784.9922,517.8108
1990-05-03,334.51,337.02,334.47,335.57,115013700.0,787.7872,519.6545
1990-05-04,335.58,338.46,335.17,338.39,113158950.0,794.8158,524.2908
1990-05-07,338.39,341.07,338.11,340.53,104518600.0,800.0502,527.7436
1990-05-08,340.53,342.03,340.17,342.01,106657000.0,803.8195,530.23
1990-05-09,342.01,343.08,340.9,342.86,120887800.0,805.9786,531.6543
1990-05-10,342.87,344.98,342.77,343.82,121330800.0,808.353,533.2205
1990-05-11,343.82,352.31,343.82,352.0,186686000.0,827.7763,546.0329
1990-05-14,352.0,358.41,351.95,354.75,183629890.0,834.638,550.5591
1990-05-15,354.75,355.09,352.84,354.28,132951900.0,833.5748,549.8578
1990-05-16,354.27,354.68,351.95,354.0,122340900.0,833.0895,549.5376
1990-05-17,354.0,356.92,354.0,354.47,128121000.0,834.2308,550.2905
1990-05-18,354.47,354.64,352.52,354.64,130950600.0,834.6347,550.5569
1990-05-21,354.64,359.07,353.78,358.0,135363500.0,842.731,555.8975
1990-05-22,358.07,360.5,356.51,358.43,155099500.0,844.2124,556.8748
1990-05-23,358.43,359.29,356.99,359.29,130539500.0,846.2633,558.2276
1990-05-24,359.29,359.56,357.87,358.41,118680400.0,844.2927,556.9277
1990-05-25,358.41,358.41,354.33,354.58,93360800.0,835.6498,551.2265
1990-05-29,354.56,360.65,354.55,360.65,105816800.0,850.156,560.7953
1990-05-30,360.65,362.26,360.0,360.86,158255900.0,850.679,561.1403
1990-05-31,360.86,361.84,360.23,361.23,119856200.0,851.7125,561.8221
1990-06-01,361.26,363.52,361.21,363.16,141159800.0,856.3378,564.8731
1990-06-04,363.16,367.85,362.43,367.4,133370100.0,866.4948,571.573
1990-06-05,367.4,368.78,365.49,366.64,158007000.0,864.8258,570.4721
1990-06-06,366.64,366.64,364.42,364.96,126588400.0,860.8967,567.8803
1990-06-07,364.97,365.92,361.6,363.15,121877400.0,856.6643,565.0885
1990-06-08,363.15,363.49,357.68,358.71,113721600.0,846.2073,558.1906
1990-06-11,358.71,361.63,357.7,361.63,89931200.0,853.4662,562.9789
1990-06-12,361.63,367.27,361.15,366.25,117923400.0,864.4089,570.1971
1990-06-13,366.25,367.09,364.51,364.9,124073900.0,861.252,568.1147
1990-06-14,364.9,364.9,361.64,362.9,109089800.0,856.5597,565.0194
1990-06-15,362.89,363.14,360.71,362.91,173128400.0,856.5916,565.0405
1990-06-18,362.91,362.91,356.88,356.88,104555900.0,842.3916,555.6736
1990-06-19,356.88,358.9,356.18,358.47,101245700.0,846.2284,558.2046
1990-06-20,358.47,359.91,357.0,359.1,101470800.0,847.7325,559.1967
1990-06-21,359.1,360.88,357.63,360.47,108880600.0,850.9678,561.3309
1990-06-22,360.52,363.2,355.31,355.43,136978800.0,839.0733,553.4847
1990-06-25,355.42,356.41,351.91,352.31,104808700.0,832.1704,548.9314
1990-06-26,352.32,356.09,351.85,352.06,111650500.0,831.613,548.5637
1990-06-27,352.06,355.89,351.23,355.14,106131400.0,838.9053,553.3739
1990-06-28,355.16,357.63,355.14,357.63,102855100.0,844.8582,557.3007
1990-06-29,357.64,359.09,357.3,358.02,107803300.0,845.9442,558.0171
1990-07-02,358.02,359.58,357.54,359.54,85227300.0,849.5517,560.3967
1990-07-03,359.54,360.73,359.44,360.16,93436900.0,851.3726,561.5978
1990-07-05,360.16,360.16,354.86,355.68,98505900.0,840.9164,554.7006
1990-07-06,355.69,359.02,354.64,358.42,84129700.0,847.3945,558.9737
1990-07-09,358.42,360.05,358.11,359.52,88644700.0,850.063,560.734
1990-07-10,359.52,359.74,356.41,356.49,113430900.0,842.9159,556.0195
1990-07-11,356.49,361.23,356.49,361.23,133244000.0,854.1333,563.419
1990-07-12,361.23,365.46,360.57,365.44,162957000.0,864.0879,569.9854
1990-07-13,365.45,369.68,365.44,367.31,168883500.0,868.5096,572.9021
1990-07-16,367.31,369.78,367.31,368.95,115918200.0,872.5663,575.5781
1990-07-17,368.95,369.4,364.99,367.52,149961400.0,869.2047,573.3606
1990-07-18,367.52,367.52,362.95,364.22,146777100.0,861.4316,568.2332
1990-07-19,364.22,365.32,361.29,365.32,146560500.0,864.0472,569.9586
1990-07-20,365.32,366.64,361.58,361.61,148881000.0,855.2814,564.1762
1990-07-23,361.61,361.61,350.09,355.31,169197200.0,840.468,554.4048
1990-07-24,355.31,356.09,351.46,355.79,142789300.0,841.6079,555.1567
1990-07-25,355.79,357.52,354.8,357.09,122903600.0,844.7238,557.2121
1990-07-26,357.09,357.47,353.95,355.91,126675800.0,841.996,555.4127
1990-07-27,355.9,355.94,352.14,353.44,115881700.0,836.2893,551.6484
1990-07-30,353.44,355.55,351.15,355.55,113889400.0,841.4843,555.0752
1990-07-31,355.55,357.54,353.91,356.15,134714700.0,843.201,556.2076
1990-08-01,356.15,357.35,353.82,355.52,136357400.0,841.7472,555.2486
1990-08-02,355.52,355.52,349.73,351.48,195515700.0,832.3176,549.0285
1990-08-03,351.48,351.48,338.2,344.86,240015000.0,816.7763,538.7768
1990-08-06,344.86,344.86,333.27,334.43,191237500.0,792.5956,522.8263
1990-08-07,334.43,338.63,332.22,334.83,185369000.0,793.9057,523.6905
1990-08-08,334.83,339.21,334.83,338.35,160857800.0,802.2641,529.204
1990-08-09,338.4,340.56,337.56,339.94,117707000.0,806.2255,531.8171
1990-08-10,339.9,339.94,334.22,335.52,116246700.0,795.9817,525.0599
1990-08-13,335.39,338.88,332.02,338.84,93796700.0,804.0989,530.4143
1990-08-14,338.77,340.96,337.19,339.39,98457400.0,805.5243,531.3546
1990-08-15,339.38,341.92,339.38,340.06,104506500.0,807.1705,532.4405
1990-08-16,340.06,340.06,332.39,332.39,111686600.0,789.1273,520.5385
1990-08-17,332.36,332.39,324.63,327.83,178702200.0,778.3066,513.4008
1990-08-20,327.8,329.9,327.07,328.51,103310400.0,780.0696,514.5637
1990-08-21,328.35,328.51,318.78,321.86,159493500.0,764.3653,504.2045
1990-08-22,321.89,324.15,316.55,316.55,140249700.0,751.7726,495.8979
1990-08-23,316.53,316.55,306.56,307.06,196155900.0,729.2476,481.0395
1990-08-24,307.06,311.65,306.18,311.51,159180400.0,739.8229,488.0154
1990-08-27,311.55,323.11,311.55,321.44,127715800.0,763.6914,503.76
1990-08-28,321.32,322.2,320.25,321.34,101645600.0,763.7355,503.7891
1990-08-29,321.34,325.83,320.87,324.19,110662700.0,770.5596,508.2905
1990-08-30,324.19,324.57,317.82,318.71,97528600.0,757.5531,499.711
1990-08-31,318.71,322.57,316.59,322.56,75290300.0,766.9245,505.8927
1990-09-04,322.56,323.09,319.11,323.09,71241100.0,768.3805,506.8531
1990-09-05,323.09,324.52,320.99,324.39,91596600.0,771.4802,508.8978
1990-09-06,324.39,324.39,319.37,320.46,100854600.0,762.1783,502.7619
1990-09-07,320.46,324.18,319.71,323.4,106337400.0,769.175,507.3772
1990-09-10,323.42,326.53,320.31,321.63,95419400.0,765.3018,504.8223
1990-09-11,321.63,322.18,319.6,321.04,91871100.0,764.0253,503.9802
1990-09-12,321.04,322.55,319.6,322.54,103628100.0,767.5991,506.3377
1990-09-13,322.51,322.54,318.02,318.65,97556900.0,758.3463,500.2342
1990-09-14,318.65,318.65,314.76,316.83,109434500.0,754.0383,497.3925
1990-09-17,315.35,318.05,315.21,317.77,91010000.0,756.3265,498.9018
1990-09-18,317.77,318.85,314.27,318.6,115030900.0,758.7277,500.4858
1990-09-19,318.6,319.35,316.25,316.6,118771100.0,753.9665,497.3451
1990-09-20,316.6,316.6,310.55,311.48,116842900.0,741.9418,489.4131
1990-09-21,311.53,312.17,307.98,311.32,172178000.0,741.5607,489.1617
1990-09-24,311.3,311.32,303.58,304.59,130508300.0,725.8619,478.8062
1990-09-25,304.93,308.27,304.23,308.26,120699700.0,734.6626,484.6115
1990-09-26,308.26,308.28,303.05,305.06,126966000.0,727.0583,479.5954
1990-09-27,305.06,307.47,299.1,300.97,149999300.0,717.4397,473.2506
1990-09-28,300.97,306.05,295.98,306.05,163153500.0,729.5564,481.2432
1990-10-01,306.12,314.94,306.05,314.94,164988800.0,750.9914,495.3826
1990-10-02,315.01,319.69,314.94,315.21,150295400.0,751.641,495.8111
1990-10-03,315.21,316.26,310.7,311.4,107726400.0,743.0287,490.1301
1990-10-04,311.4,313.4,308.59,312.69,115588100.0,746.1293,492.1754
1990-10-05,312.69,314.79,305.76,311.5,121994400.0,743.3054,490.3126
1990-10-08,311.62,315.03,311.5,313.48,73535400.0,748.0301,493.4292
1990-10-09,313.35,313.48,305.09,305.1,117438600.0,728.0911,480.2767
1990-10-10,305.07,306.43,299.21,300.39,138488500.0,716.86,472.8682
1990-10-11,300.47,301.45,294.51,295.46,153952900.0,705.101,465.1115
1990-10-12,295.45,301.68,295.22,300.03,155682300.0,716.0071,472.3056
1990-10-15,300.03,304.79,296.41,303.23,140359700.0,723.8072,477.4509
1990-10-16,303.23,304.34,298.12,298.92,121083800.0,713.5449,470.6814
1990-10-17,298.92,301.5,297.79,298.76,135465600.0,713.195,470.4507
1990-10-18,298.75,305.74,298.75,305.74,170309600.0,729.8707,481.4506
1990-10-19,305.74,312.48,305.74,312.48,194145000.0,745.9842,492.0796
1990-10-22,312.45,315.83,310.47,314.76,125849300.0,751.516,495.7287
1990-10-23,314.76,315.06,312.06,312.36,113920000.0,745.7913,491.9524
1990-10-24,312.36,313.51,310.74,312.6,118742500.0,746.3661,492.3316
1990-10-25,312.6,313.71,309.7,310.17,111999800.0,740.6133,488.5368
1990-10-26,310.17,310.17,304.71,304.71,106194200.0,727.7528,480.0535
1990-10-29,304.74,307.41,300.69,301.88,107553600.0,721.147,475.6961
1990-10-30,301.88,304.36,299.44,304.06,119633700.0,726.5594,479.2663
1990-10-31,304.06,305.7,302.33,304.0,126508300.0,726.4262,479.1785
1990-11-01,303.99,307.27,301.61,307.02,122346300.0,733.7765,484.027
1990-11-02,307.02,311.94,306.88,311.85,136248700.0,745.4029,491.6962
1990-11-05,311.85,314.61,311.41,314.59,116696500.0,752.8805,496.6288
1990-11-06,314.59,314.76,311.43,311.62,111255000.0,745.9491,492.0565
1990-11-07,311.62,311.62,305.79,306.01,120724200.0,732.5837,483.2402
1990-11-08,306.01,309.77,305.03,307.61,123457900.0,736.7872,486.0129
1990-11-09,307.61,313.78,307.61,313.74,114827900.0,751.8017,495.9171
1990-11-12,313.73,319.77,313.73,319.48,127625400.0,765.5562,504.9901
1990-11-13,319.46,319.48,317.26,317.67,132360900.0,761.337,502.2069
1990-11-14,317.66,321.7,317.23,320.4,141967200.0,768.0091,506.6081
1990-11-15,320.4,320.4,316.13,317.02,121916900.0,759.9427,501.2872
1990-11-16,317.02,318.8,314.99,317.12,156417600.0,760.4209,501.6027
1990-11-19,317.19,319.39,317.12,319.34,115500000.0,765.7766,505.1354
1990-11-20,319.29,319.34,315.31,315.31,143357200.0,756.1267,498.77
1990-11-21,315.29,316.15,312.42,316.03,114532400.0,757.8881,499.9319
1990-11-23,315.96,317.3,315.06,315.1,48441850.0,755.6635,498.4645
1990-11-26,314.91,316.51,311.48,316.51,104297600.0,759.3036,500.8656
1990-11-27,316.53,318.69,315.79,318.1,117372800.0,763.4036,503.5701
1990-11-28,318.08,319.96,317.62,317.95,114166100.0,763.0623,503.345
1990-11-29,317.95,317.95,315.03,316.42,108646400.0,759.4051,500.9326
1990-11-30,316.42,323.02,315.42,322.22,161660200.0,773.331,510.1187
1990-12-03,322.23,324.9,322.23,324.1,141932800.0,778.3756,513.4463
1990-12-04,324.11,326.77,321.97,326.35,150110300.0,783.8595,517.0637
1990-12-05,326.36,329.92,325.66,329.92,162034900.0,792.4443,522.7265
1990-12-06,329.94,333.98,328.37,329.07,217449000.0,790.4492,521.4105
1990-12-07,329.09,329.39,326.39,327.75,132510000.0,787.3788,519.3851
1990-12-10,327.72,328.97,326.15,328.89,103761100.0,790.2659,521.2895
1990-12-11,328.88,328.89,325.65,326.44,111971500.0,784.672,517.5996
1990-12-12,326.44,330.36,326.44,330.19,142340700.0,793.6908,523.5488
1990-12-13,330.14,330.58,328.77,329.34,120890400.0,791.6913,522.2298
1990-12-14,328.38,329.34,325.16,326.82,111995400.0,785.6349,518.2348
1990-12-17,326.77,326.82,324.46,326.02,83660000.0,783.7543,516.9943
1990-12-18,326.02,330.43,325.75,330.05,130156400.0,793.4904,523.4166
1990-12-19,330.04,330.8,329.39,330.2,134602900.0,793.8939,523.6827
1990-12-20,330.2,330.74,326.94,330.12,130440300.0,793.7032,523.557
1990-12-21,330.12,332.47,330.12,331.75,190653400.0,797.625,526.1439
1990-12-24,331.74,331.74,329.16,329.9,37793200.0,793.7626,523.5961
1990-12-26,329.89,331.69,329.89,330.85,53446800.0,796.0863,525.1289
1990-12-27,330.85,331.04,328.23,328.29,71507900.0,789.9487,521.0803
1990-12-28,328.29,328.72,327.24,328.72,76796000.0,791.2163,521.9165
1990-12-31,328.71,330.23,327.5,330.22,71995100.0,794.833,524.3022
1991-01-02,330.2,330.75,326.45,326.45,99750700.0,785.7772,518.3287
1991-01-03,326.46,326.53,321.9,321.91,115937100.0,774.8629,511.1291
1991-01-04,321.91,322.35,318.87,321.0,114279700.0,772.9371,509.8588
1991-01-07,320.97,321.0,315.44,315.44,100539900.0,759.7101,501.1338
1991-01-08,315.44,316.97,313.79,314.9,116534800.0,758.4131,500.2783
1991-01-09,314.9,320.73,310.93,311.49,161879300.0,750.2581,494.8989
1991-01-10,311.51,314.77,311.49,314.53,100321900.0,757.5827,499.7305
1991-01-11,314.53,315.24,313.59,315.23,102032900.0,759.2731,500.8455
1991-01-14,315.23,315.23,309.35,312.49,99228500.0,752.8609,496.6158
1991-01-15,312.49,313.73,311.84,313.73,86365100.0,755.8729,498.6026
1991-01-16,313.73,316.94,312.94,316.17,116786300.0,761.784,502.5018
1991-01-17,316.17,327.97,316.17,327.97,284927900.0,790.2151,521.256
1991-01-18,327.93,332.23,327.08,332.23,220858900.0,800.5605,528.0803
1991-01-21,332.21,332.23,328.87,331.06,117914900.0,797.7412,526.2205
1991-01-22,331.06,331.26,327.83,328.31,139203100.0,791.1297,521.8593
1991-01-23,328.3,331.04,327.93,330.21,132046100.0,795.7081,524.8795
1991-01-24,330.21,335.83,330.19,334.78,175163800.0,806.8546,532.2321
1991-01-25,334.78,336.92,334.2,336.07,165068600.0,809.9995,534.3066
1991-01-28,336.05,337.41,335.81,336.03,111156800.0,810.0533,534.3421
1991-01-29,336.03,336.03,334.26,335.84,132295900.0,809.8129,534.1835
1991-01-30,335.8,340.91,335.69,340.91,189444300.0,822.1154,542.2987
1991-01-31,340.92,343.93,340.47,343.93,165538600.0,829.4057,547.1076
1991-02-01,343.91,344.9,340.37,343.05,199069000.0,827.3308,545.739
1991-02-04,343.17,348.71,342.96,348.34,186125400.0,840.6447,554.5213
1991-02-05,348.31,351.84,347.21,351.26,215776100.0,848.1611,559.4794
1991-02-06,351.26,358.07,349.58,358.07,211626020.0,864.6363,570.3471
1991-02-07,358.07,363.43,355.53,356.52,229809000.0,861.1513,568.0483
1991-02-08,356.52,359.35,356.02,359.35,144594000.0,868.1134,572.6408
1991-02-11,359.32,368.58,359.32,368.58,199699800.0,890.8074,587.6106
1991-02-12,368.47,370.54,365.5,365.5,203246100.0,883.499,582.7897
1991-02-13,365.45,369.49,364.64,369.02,160270100.0,892.193,588.5245
1991-02-14,369.03,370.26,362.77,364.22,178232400.0,880.6166,580.8884
1991-02-15,364.23,369.49,364.23,369.06,183401200.0,892.4931,588.7225
1991-02-19,368.91,370.11,367.05,369.39,144408200.0,893.3595,589.294
1991-02-20,369.21,369.37,364.38,365.14,141843300.0,883.1021,582.5279
1991-02-21,365.13,366.79,364.5,364.97,129525600.0,882.7038,582.2651
1991-02-22,365.04,370.96,364.23,365.65,166555300.0,884.5507,583.4834
1991-02-25,365.65,370.19,365.16,367.26,143800000.0,888.7338,586.2428
1991-02-26,365.34,367.26,362.19,362.81,121227200.0,878.1205,579.2418
1991-02-27,362.81,368.38,362.81,367.74,153908500.0,890.0909,587.1379
1991-02-28,367.73,369.91,365.95,367.07,157640900.0,888.6477,586.1859
1991-03-01,367.07,370.47,363.73,370.47,155732000.0,896.9528,591.6643
1991-03-04,370.47,371.99,369.07,369.33,132340000.0,894.4803,590.0334
1991-03-05,369.33,377.89,369.33,376.72,179862900.0,912.4781,601.9054
1991-03-06,376.72,379.66,375.02,376.17,198738000.0,911.1809,601.0497
1991-03-07,376.16,377.49,375.58,375.91,148674200.0,910.6253,600.6832
1991-03-08,375.91,378.69,374.43,374.95,147929300.0,908.4568,599.2528
1991-03-11,374.76,375.1,372.52,372.96,117590616.0,903.8931,596.2424
1991-03-12,372.95,374.35,369.55,370.03,126678300.0,896.8361,591.5873
1991-03-13,370.03,374.65,370.03,374.57,131109500.0,907.8876,598.8773
1991-03-14,374.59,378.28,371.76,373.5,162911800.0,905.3169,597.1816
1991-03-15,373.5,374.58,370.21,373.59,198231600.0,905.5351,597.3255
1991-03-18,373.53,374.09,369.46,372.11,109740600.0,901.9653,594.9707
1991-03-19,371.92,372.11,366.54,366.59,132128200.0,888.6423,586.1824
1991-03-20,366.54,368.85,365.8,367.92,144805100.0,891.88,588.3181
1991-03-21,367.94,371.01,366.51,366.58,146027400.0,888.646,586.1848
1991-03-22,366.49,368.22,365.58,367.48,121537200.0,891.2397,587.8958
1991-03-25,367.48,371.31,367.46,369.83,104770000.0,897.0815,591.7492
1991-03-26,369.83,376.3,369.37,376.3,145904100.0,912.7766,602.1023
1991-03-27,376.3,378.48,374.73,375.35,154631400.0,910.4945,600.5969
1991-03-28,375.4,376.6,374.4,375.22,107488800.0,910.189,600.3954
1991-04-01,374.93,375.22,370.27,371.3,98697600.0,900.9165,594.2789
1991-04-02,371.38,379.5,371.3,379.5,141293000.0,920.8617,607.4355
1991-04-03,379.62,381.56,378.49,378.94,160675000.0,919.582,606.5914
1991-04-04,379.02,381.88,377.05,379.77,142680200.0,922.0015,608.1874
1991-04-05,379.89,381.12,374.15,375.36,141808800.0,911.3152,601.1383
1991-04-08,375.35,378.76,374.69,378.66,91812300.0,919.3488,606.4376
1991-04-09,378.65,379.02,373.11,373.56,118392800.0,907.0339,598.3142
1991-04-10,373.57,374.83,371.21,373.15,120523300.0,906.0424,597.6602
1991-04-11,373.15,379.53,373.15,377.63,150975300.0,916.9203,604.8356
1991-04-12,377.65,381.07,376.89,380.4,137277600.0,923.6461,609.2722
1991-04-15,380.4,382.32,378.78,381.19,128910900.0,925.7392,610.6529
1991-04-16,381.23,387.62,379.64,387.62,156273600.0,941.3696,620.9633
1991-04-17,387.62,391.26,387.3,390.45,183738900.0,948.2756,625.5188
1991-04-18,390.45,390.97,388.13,388.46,163326100.0,943.4426,622.3307
1991-04-19,388.46,388.46,383.9,384.2,152016400.0,933.1334,615.5304
1991-04-22,384.13,384.2,380.16,380.95,122681900.0,925.3104,610.37
1991-04-23,380.96,383.55,379.67,381.76,128302400.0,927.28,611.6693
1991-04-24,381.74,383.02,379.99,382.76,123540800.0,929.7573,613.3034
1991-04-25,382.89,382.89,378.43,379.25,126471300.0,921.2762,607.7089
1991-04-26,379.25,380.11,376.77,379.02,107342500.0,920.8092,607.4009
1991-04-29,379.01,380.96,373.66,373.66,112409900.0,907.9613,598.926
1991-04-30,373.66,377.86,373.01,375.35,161544600.0,912.2887,601.7805
1991-05-01,375.35,380.46,375.27,380.29,146151600.0,924.2994,609.7032
1991-05-02,380.29,382.14,379.82,380.52,123345000.0,924.8935,610.0951
1991-05-03,380.52,381.0,378.82,380.8,113653600.0,925.6838,610.6164
1991-05-06,380.78,380.78,377.86,380.08,90722100.0,924.5503,609.8687
1991-05-07,380.08,380.91,377.31,377.32,109825200.0,918.2914,605.7401
1991-05-08,377.33,379.26,376.21,378.51,111873700.0,921.1979,607.6573
1991-05-09,378.51,383.56,378.51,383.25,130725800.0,933.1777,615.5596
1991-05-10,383.26,383.91,375.61,375.74,126609400.0,915.0528,603.6038
1991-05-13,375.74,377.02,374.62,376.76,96739500.0,917.7928,605.4112
1991-05-14,375.51,376.76,370.82,371.62,147592800.0,905.3552,597.2068
1991-05-15,371.55,372.47,365.83,368.57,152404800.0,898.0443,592.3843
1991-05-16,368.57,372.51,368.57,372.19,115794600.0,907.0338,598.3141
1991-05-17,372.19,373.01,369.44,372.39,134583300.0,907.9831,598.9403
1991-05-20,372.39,373.65,371.26,372.28,81398000.0,907.9178,598.8972
1991-05-21,372.29,376.66,372.28,375.35,142375800.0,915.487,603.8901
1991-05-22,375.35,376.5,374.4,376.19,120458600.0,917.5638,605.2601
1991-05-23,376.19,378.07,373.55,374.97,125829200.0,914.5937,603.3009
1991-05-24,374.97,378.08,374.97,377.49,92026100.0,921.0092,607.5328
1991-05-28,377.54,382.1,377.12,381.94,121741700.0,932.1528,614.8836
1991-05-29,381.88,383.66,381.37,382.79,150193600.0,934.254,616.2696
1991-05-30,382.79,388.17,382.5,386.96,169803700.0,944.4677,623.007
1991-05-31,386.97,389.85,385.01,389.83,179555580.0,951.6421,627.7395
1991-06-03,389.69,389.83,386.97,388.06,134811000.0,947.6351,625.0963
1991-06-04,388.0,388.06,385.14,387.74,138601900.0,946.9589,624.6502
1991-06-05,387.74,388.23,384.45,385.09,143697900.0,940.5003,620.3899
1991-06-06,385.1,385.85,383.13,383.63,123765100.0,936.9992,618.0804
1991-06-07,383.63,383.63,378.76,379.43,123454500.0,926.7541,611.3224
1991-06-10,379.51,379.75,377.95,378.57,93806400.0,924.9407,610.1262
1991-06-11,378.64,381.63,378.57,381.05,114665800.0,931.186,614.2458
1991-06-12,381.01,381.05,374.46,376.65,130069200.0,920.435,607.1541
1991-06-13,376.69,377.9,376.08,377.63,108400570.0,922.9082,608.7855
1991-06-14,377.75,382.3,377.63,382.29,128005200.0,934.2975,616.2983
1991-06-17,382.31,382.31,380.13,380.13,94775600.0,929.05,612.8368
1991-06-18,380.13,381.83,377.99,378.59,114030400.0,925.368,610.4081
1991-06-19,378.57,378.59,374.36,375.09,118830500.0,916.8193,604.769
1991-06-20,375.09,376.29,373.87,375.42,127038700.0,917.6367,605.3082
1991-06-21,375.42,377.75,375.33,377.75,160576600.0,923.3319,609.065
1991-06-24,377.74,377.75,370.73,370.94,104784400.0,907.1789,598.4098
1991-06-25,370.94,372.62,369.56,370.65,113502500.0,906.5105,597.969
1991-06-26,370.65,372.73,368.34,371.59,130157400.0,908.8346,599.502
1991-06-27,371.59,374.4,371.59,374.4,117294900.0,915.7127,604.0391
1991-06-28,374.4,374.4,367.98,371.16,122710600.0,908.0346,598.9743
1991-07-01,371.18,377.92,371.18,377.92,128330700.0,924.6075,609.9064
1991-07-02,377.79,377.93,376.62,377.47,123090800.0,923.5065,609.1801
1991-07-03,377.41,377.47,372.08,373.33,108162700.0,913.7489,602.7436
1991-07-05,373.34,375.51,372.17,374.08,52709000.0,915.7393,604.0566
1991-07-08,373.84,377.94,370.92,377.94,108886600.0,925.2,610.2972
1991-07-09,378.02,378.58,375.37,376.11,113307400.0,920.8095,607.4011
1991-07-10,376.11,380.35,375.2,375.74,137017100.0,919.906,606.8051
1991-07-11,375.73,377.68,375.51,376.97,112851700.0,922.9193,608.7928
1991-07-12,376.97,381.41,375.79,380.25,122627300.0,930.9495,614.0899
1991-07-15,380.28,383.0,380.24,382.39,111705700.0,936.3546,617.6552
1991-07-16,382.39,382.94,380.8,381.54,127916800.0,934.298,616.2986
1991-07-17,381.5,382.86,381.13,381.18,131129900.0,933.4655,615.7495
1991-07-18,381.18,385.37,381.18,385.37,144626700.0,943.7263,622.5179
1991-07-19,385.38,385.83,383.65,384.22,135466400.0,940.923,620.6687
1991-07-22,384.23,384.55,381.84,382.88,104175100.0,937.7102,618.5495
1991-07-23,382.87,384.86,379.39,379.42,116569000.0,929.2429,612.9641
1991-07-24,379.42,380.46,378.29,378.64,116975800.0,927.339,611.7082
1991-07-25,378.64,381.13,378.15,380.96,106209600.0,933.0639,615.4846
1991-07-26,380.96,381.76,379.81,380.93,92897200.0,933.0491,615.4748
1991-07-29,380.93,383.15,380.45,383.15,91847700.0,938.6608,619.1765
1991-07-30,383.15,386.92,383.15,386.69,119212600.0,947.5858,625.0638
1991-07-31,386.69,387.81,386.19,387.81,114293700.0,950.336,626.8779
