,cdxig526,cxphy526,fv1,hyg,itxeb525,itxex525,jnk,lqd,ty1,vix
2016-03-30 13:45:00,-0.0447579405435,0.00972762645914,0.00187592987903,0.0102710060636,-0.0467063834235,-0.0386183374656,0.00928929519316,0.00279353254889,0.0018091906887,-0.129701686122
2016-03-30 14:37:00,-0.0132580681101,0.00176051172207,6.45661157024e-05,0.000414012738853,-0.00804473255033,-0.00871523289271,0.000584368151936,-0.00130845855141,0.000120394895256,-0.0141579731744
2016-03-30 15:45:00,0.0075398318906,-0.00151333196645,0.000581057524695,-0.00176066253805,-0.000110527770102,0.0080023039387,-0.0016060738794,-0.00033810912472,0.000601902010353,0.0234315948602
2016-03-30 15:47:00,-0.000884063204293,0.000254233973481,-6.45244547683e-05,-0.000122654237704,-0.00107776488145,-0.000497577919097,-0.000198888563907,0.000126833805437,0.0,-0.00516986706056
2016-03-30 15:49:00,-0.000436191425723,4.88787221147e-05,6.45286184422e-05,0.000122669283611,-0.000318145350928,-0.000517096295535,0.000198928128437,4.22725735543e-05,0.0,-0.000742390497402
2016-03-30 15:51:00,-0.000112212455583,0.0,6.45244547683e-05,0.0,-0.00017987851282,-0.000324557428991,-0.000292483182217,0.000100604472249,0.000240615976901,0.0
2016-03-31 14:47:00,-0.0360491795102,0.00426201624649,0.001225885541,0.00343309211333,0.00231116277782,-0.0306404536279,0.00321825629023,0.0010194688111,0.00144334856868,0.0208023774146
2016-03-31 14:49:00,0.000362201668715,9.73378108726e-05,0.0,-5.98949515889e-05,0.000938902312737,0.00133970022549,0.000145815106445,8.44469778538e-05,-0.00012010569301,0.00218340611354
2016-03-31 15:01:00,-7.75865413213e-05,0.000165458173147,0.000322206469906,-6.11209583767e-05,0.00154497675638,0.00168894305281,0.0,0.000367313335163,0.00024024024024,0.0
2016-03-31 15:43:00,0.00977666274393,-0.000836885229949,0.000257682149069,-0.000427872860636,0.00553680875973,0.00328953893558,0.0,0.000666829857096,0.000840638885553,-0.00363108206245
2016-04-01 13:31:00,0.0377546969251,-0.00328216915345,-0.00180331036259,-0.0110683055097,0.0253948251538,0.0195637775193,-0.0118093016475,0.000252214255588,0.00131989440845,0.104956268222
2016-04-01 13:32:00,-4.93638237219e-05,0.000146571688213,6.45202916316e-05,-0.000618352708385,4.00742709821e-05,0.0,-0.000778990852759,-0.000631641618858,0.0,0.0
2016-04-01 13:33:00,3.7024695472e-05,2.93100416204e-05,0.000193548387097,0.0,0.000547659756358,0.0,4.13423262737e-05,-4.21923125606e-05,0.000359496704613,0.00527704485488
2016-04-01 13:34:00,0.0,-6.83880926563e-05,-0.000129007288912,0.000247494122015,0.0,0.0,0.000442935183818,0.00135021097046,-0.000119789171059,-0.00262467191601
2016-04-01 13:35:00,0.00144390966309,-0.000166096726917,0.00012902393394,-0.000185574662873,0.0,0.00101484780515,-0.000590318772137,-0.00109556716669,0.0,0.00394736842105
2016-04-01 13:36:00,0.00199637694554,-0.000175896338425,0.0,0.000216543958424,0.000574060476604,0.0,-4.43000590667e-05,0.0,0.000119803522224,-0.000655307994758
2016-04-01 13:37:00,0.00138976005116,-0.000166153545424,-6.45036444559e-05,0.000711347539665,0.00173453594492,-0.000145292522278,0.000782669049131,-0.000168733653927,-0.000119789171059,-0.0072131147541
2016-04-01 13:38:00,-1.22816929085e-05,0.0,0.0,-0.000618123377426,0.000226431178241,0.000145313635263,-0.000295115832964,0.0,0.0,-0.00330250990753
2016-04-01 13:39:00,2.45636875007e-05,2.93260865316e-05,0.000193523416333,-0.000371103414151,0.0,0.000100090404236,-0.000439852398524,0.000253143194667,0.000239607044447,-0.000662690523526
2016-04-01 13:40:00,0.000417572430394,3.91003020499e-05,6.44953240889e-05,0.000247494122015,0.00021306345296,0.0,0.000144713098898,0.000168719419605,0.000119774823332,0.00596816976127
2016-04-01 13:41:00,-8.59349104434e-05,-5.86481599141e-05,-6.44911647104e-05,0.0,0.0,0.0,-0.000144692160047,-4.21727395411e-05,0.0,0.0
2016-04-01 13:42:00,-0.000159607120933,8.79773995837e-05,6.44953240889e-05,0.000123716441915,0.0,0.000203389173885,0.000144713098898,0.0,0.0,-0.00395517468688
