name,assetclass,subgroup,style,maturity,duration,direction,accuracy,observed,improvement,pmi.above,nmi.above,cpi.above,pmi1m.above,pmi3m.above,pmi6m.above,pmi9m.above,pmi12m.above,nmi1m.above,nmi3m.above,nmi6m.above,nmi9m.above,nmi12m.above,cpiyoy1m.above,cpiyoy3m.above,cpiyoy6m.above,cpiyoy9m.above,cpiyoy12m.above,cpiyoy1m.diff,cpiyoy3m.diff,cpiyoy6m.diff,cpiyoy9m.diff,cpiyoy12m.diff,pmi1m.diff,pmi3m.diff,pmi6m.diff,pmi9m.diff,pmi12m.diff,nmi1m.diff,nmi3m.diff,nmi6m.diff,nmi9m.diff,nmi12m.diff
SPDR Portfolio Aggregate Bond ETF,Debt,Government/Corporate,,8.976875192,6.260060916,up,0.63,0.58,0.05,-0.03115146468392352,0.0029069774635397685,-0.0920881698193073,0.057399953167051126,-0.7603903079112446,0.4160726374685135,0.35423369564304913,-0.044795855692824994,0.6073573308538042,0.294097033225238,-1.1659364004059176,1.3684683896789325,-0.25463762124332684,-0.15178718678033726,-0.24590622576145266,-0.6905845350832551,-0.5912935469438918,-0.3178762873770371,0.08933560961763078,0.7361910191573399,0.03768005099326546,-0.07962219983180223,-0.3461176805895549,0.5620384625691768,-0.39691446092931965,0.4589156413938673,-0.09862713420544866,-0.013273331332450846,0.11058324333551736,0.22649821839659412,-0.5746223119712558,-0.003991863197774923,0.016930317801996074
iShares Core U.S. Aggregate Bond ETF,Debt,Government/Corporate,,8.992402489,6.256097385,up,0.63,0.59,0.04,-0.20636857099870815,-0.22598084146494496,-0.019473826759923898,-0.03504059124948324,-0.4249812291140773,0.39728839729052945,0.24904725432496422,0.49168188181081635,0.5262229180792107,0.2354980280867826,-1.2284421171502784,1.2831143414855533,0.11546623576532968,-0.3603649359165908,-0.434488116194846,-0.323858989822401,-0.299419727071423,-0.14651236557319638,0.30275067469635547,0.6826394081702464,-0.19693015521909923,-0.14485406892100625,-0.0951166412035429,0.5835328106837118,-0.4560923979032712,0.50411601144189,-0.25818056929222394,0.09249726394920531,-0.0034613700680885535,0.22995017099310028,-0.6266001837415488,0.13566978374838473,-0.03606487279494421
SPDR S&P Biotech ETF,Equity,Health & Biotechnology,Small,,,up,0.56,0.52,0.04,0.5170293996917875,-0.21925370270779462,-0.26589160437677856,-0.21902202517300232,-0.9960212926309826,1.0138851369648463,-0.007031805511535147,-0.8060632537506608,0.6891341322109004,0.0024993050194729166,-0.15319747408736095,-0.3193818351203764,0.16594144764435118,0.18313864343832487,0.19801282412835372,0.3823556285198466,-0.22550320268613477,-0.041018883375314175,0.24724634046568425,0.027362898946750317,-0.24843523869176293,-0.1812305331847456,0.2517802711609605,-0.07817317360657998,-0.20392851766681663,0.10950828683628684,0.13107305721774795,-0.042057858155768846,0.12855988657834294,0.2595816974674365,-0.2847371736801945,0.051124890875189885,0.0052875767203325276
Schwab US TIPS ETF,Debt,Government/Agency,,7.764484973,6.709469195,up,0.63,0.6,0.03,-0.4652655812103859,-0.22779359757256706,-0.09353323424939337,0.6437156395724908,-0.3051948303161155,0.2583497319985089,0.2473558850181817,-0.4117683132136303,0.663158125035113,0.3323671898905426,-1.1451104632865985,1.1377983689940756,0.18254993517309548,-0.5692001811139207,-0.16647187816484754,0.44185093084674204,-0.5254407575635452,-0.5316735237635808,0.0645548238353771,0.27345625725007866,0.27803444079214706,0.1881214309814928,-0.3407244804598018,0.5631392287026368,-0.5910591034579218,0.44600256662322063,-0.2191508155529691,0.2100860288072141,-0.31990712918780567,0.5727201727383202,-0.6211106794468629,-0.23339560883174482,0.2242150131796347
SPDR Portfolio Short Term Treasury ETF,Debt,Govt/Agency-Short Term,,1.964268658,1.836265705,up,0.56,0.53,0.02,-0.8714316286427558,-0.5431091250630813,0.44530669343946316,0.5324426439522837,-0.08153392181693277,-0.08484286883479861,0.06650434114118543,-0.1709925488338356,0.49994501022730253,0.7359627920858856,-0.8528462869778582,0.9602123932138807,-0.33092861789517464,-0.13993491215620568,-0.22205466725170342,-0.042738825417821265,0.23044623806821532,0.26118320897839964,0.1467149003707242,0.696174111489547,-0.2305657769059501,-0.5535689079132036,0.0677133972386614,0.1817111625697239,-0.44845420052576535,0.3790809167137183,-0.10669779321823677,0.07941803833431077,-0.23228572738820255,0.17301064720613807,-0.10562575772811661,-0.0951795423509709,0.01760139930967663
SPDR S&P Regional Banking ETF,Equity,Financial Services,Small,,,up,0.59,0.58,0.01,0.20917555595220205,0.34732019129680614,-0.5283127317251245,0.08440366941875699,-0.28446810948284534,0.3625116463086901,0.20961514241758133,-0.14477437888665404,-0.35990779481985347,-0.6365819168283139,0.6178734022495613,0.12958273357612024,0.18779479652012912,-0.6670185552154422,0.20626091625742934,0.6189307363377808,0.24999969452970353,-0.3951476611149118,-0.30032582270880465,0.2272933573312872,0.18618299163303034,0.060926284986670305,-0.18295481979805192,-0.4053486747359468,0.7189243919902563,-0.19023091026274305,-0.024119931318084122,0.13865393881065952,-0.0024265789099101394,-0.26956435464175643,-0.17297878253701368,-0.5100662873676419,0.38339027329530423
iShares 1-3 Year Treasury Bond ETF,Debt,Govt/Agency-Short Term,,1.956955172,1.831927077,up,0.59,0.59,0.01,-0.25681368146570077,-0.5021935819705261,0.4790843849683587,0.37332596433901855,-0.2215458246330643,-0.19193508874470475,0.23694273298461105,-0.1474785202743828,0.37906754273162646,0.7748185912799459,-1.1006721295514934,0.8847726869471385,0.2574088842959816,-0.3921323187702006,-0.056240137290943515,-0.08781072325027588,-0.007782397094399862,0.30400179294559093,0.5547508369914481,0.6347757560179831,-0.09811832064246569,-0.3704091045559674,-0.007036054166870387,-0.10672405183112381,-0.5782413390176441,0.7785689601290082,-0.3014476923628618,0.2196958919661104,-0.2327314030392,0.1770092317484648,-0.3316952544247897,-0.0781462530535496,0.02580168989354211
SPDR Bloomberg High Yield Bond ETF,Debt,Corp/Pref-High Yield,,4.587258751,3.672951876,up,0.59,0.59,0.01,-0.00398174033722429,0.23179489660256347,-0.5420748227856373,0.08195363512597706,0.045540978227331025,0.08982110987603559,-0.22733088585845665,-0.17240141662836,0.10212773925854038,0.1918221332263183,-1.5972244176293087,0.6133115586965247,-0.5089789499012941,-0.17780219388541452,0.24343411689652664,-0.2996802079452818,0.41994558786032293,0.42292720315065874,0.734274507796429,0.33423617123656313,-0.37765541071038156,0.3752575284852583,-0.5801931623404475,0.3548480517005973,0.03623813729786898,-0.13683395116749336,0.16888805618320593,-0.11233800118169125,0.26870759493199137,-0.4027695258373501,0.11695899887773557,0.15609949196669498,-0.04232268823423459
iShares 7-10 Year Treasury Bond ETF,Debt,Govt/Agency-Inter Term,,8.443509273,7.372520838,up,0.52,0.52,-0.0,-0.598804302319493,-0.10317062408701921,-0.21687648363572815,0.3047941026572029,-0.3017274356840316,-0.22991871814986034,0.7504929032600745,0.3524210633667638,0.6338263371784892,0.4557776728924624,-1.0845641723423027,1.377986607085746,-0.46376130974349905,-0.7374011647878324,-0.14269607639776005,0.16106317379722213,0.027345829888981505,0.10602940601918681,0.2575701594545811,0.7383279934770858,-0.059316720999500236,-0.48033050072042816,-0.01741242404874394,0.3157999589936584,-0.5812790575615945,0.5999990242008526,-0.22783926892761477,-0.04262289847857338,-0.030451386223065716,0.1396008152515977,-0.28148755442749124,0.2012283688930613,-0.036939351755116485
SPDR S&P 500 ETF Trust,Equity,Growth&Income-Large Cap,Large,,,up,0.67,0.67,-0.0,0.012288569584016907,0.008307489707283105,-0.5096883025599978,0.31767998910645234,0.46706252719332125,0.4150063531093648,-0.2987719346265827,-0.8546972270333917,0.3406491656377476,-0.3990345640690191,-0.49168636177918223,0.8113987266873385,-0.8544580374619485,-0.27996090299673754,0.3872066549200208,0.07918638642794999,0.10886771303654623,-0.4604643557838293,0.06153128530837943,-0.09092101693585666,-0.2318772956074616,0.24027932117143908,0.07943839164426095,0.4757773132772133,0.006940976097161177,0.04642939783222618,-0.5268654787222619,0.5323410640411548,-0.32082218244094257,-0.03702108063992942,-0.11406485952426464,-0.3704061798105971,0.4609309652260092
iShares iBoxx $ High Yield Corporate Bond ETF,Debt,Corp/Pref-High Yield,,4.658585101,3.67556947,up,0.59,0.59,-0.0,0.28532165027973244,0.2958390737567664,-0.5136233479528798,-0.26004319776961454,-0.04227110639138975,-0.02245629113887583,-0.19522420830396045,-0.35393776390736076,0.10665336713403333,0.13208346943484145,-1.6534850958570875,0.7685074681396497,-0.20890278299283416,-0.1747702625092399,0.19120813244630683,-0.27840244583478324,0.403892211709384,0.3002215403575482,0.5688690981129756,0.24346007346151244,-0.3754578209586858,0.2975321893737075,-0.3146517713273582,0.327772643138207,0.0812961840050141,-0.09228865279923804,-0.08937877746871009,0.13067866051791122,0.2030471687753666,-0.370979541384239,0.14733567259129365,-0.03620400067680821,0.11296576252943595
SPDR S&P Bank ETF,Equity,Financial Services,Small,,,up,0.59,0.6,-0.01,0.06157167714133331,0.35887658484474444,-0.7497590891192061,-0.16875072163343713,0.013887102645050707,0.3550362823634188,0.12297805841404899,-0.2587121481815013,-0.4242992799983793,-0.3240168922291559,0.38199757542098595,0.0678307977199473,0.2063878738421098,-0.28709149413916935,0.19316598087056117,0.30649528461398906,0.4013636492606894,-0.7032344169658857,-0.5301262761494606,0.37737095628979844,0.12388587738219876,-0.14690834754654253,0.0892810204119731,-0.1792378452925435,0.6473603871648659,-0.19283819975516528,-0.17392684428520194,0.18815606900387394,-0.015059668679856265,-0.5049741233607743,-0.013994000461492991,-0.35005199364331663,0.37736744404935935
abrdn Physical Gold Shares ETF,Commodity,Commodity,,,,up,0.44,0.47,-0.02,0.1632804253952031,0.18311233215290407,-0.032674537330076865,-0.45699472636006716,0.5605002725719649,0.11153367819411325,-0.23773963292266645,-0.1337368263679653,0.20250917159502185,0.03922567282960243,-0.487377803694298,1.0803630934541257,-0.30559443001166353,0.5577398280817395,-0.4076355172876649,-0.4945479828609459,0.2764345844712431,-0.2570868684698297,-0.052042912679170765,0.4170611168417011,-0.24099831638720934,0.14930025531583693,-0.307844517466294,0.4941059061517027,-0.454372967019288,-0.002379470268710986,0.4546472814544215,-0.13095787001796583,-0.4215915109014038,0.5388146481444145,-0.2506790519914047,-0.061411432305229566,-0.1485771488700784
SPDR Portfolio S&P 500 Value ETF,Equity,Value-Large Cap,Large,,,up,0.59,0.63,-0.04,0.018361674521995244,0.03424322764019723,-0.6494014751126764,0.10423665990474358,0.11163212975547368,-0.12659385732653614,-0.10539293778170472,-0.3973934119724081,-0.24598913024845528,-0.06556464466366786,-0.9501886786080427,1.2855532608097728,-0.3999819643364424,0.09146822646439288,-0.028805334447078064,-0.12514557421788258,0.5518037235541339,-0.8642241049254435,0.03536603651757114,0.34118464149698685,-0.20350264326065254,0.1505184371768745,0.21240328054620877,0.13756127967314494,0.25132348916027397,0.1433321672740884,-0.635308893915763,0.48198637993774507,-0.2558316155648862,-0.31246541303446274,0.006812620720286906,-0.2659422727042558,0.3506711409559066
SPDR Portfolio S&P 500 Growth ETF,Equity,Growth-Large Cap,Large,,,up,0.59,0.65,-0.05,0.07907652270992645,-0.16318953833927577,-0.03503671205669398,0.3077678020250594,-0.03826728523672191,0.3680318498972521,-0.16379800607673128,-0.7694485659915272,0.5423041312911274,-0.04336215644413027,-0.5953060937144338,1.0641418134421434,-0.40576821934816043,0.053598517648941184,0.3650849968727464,0.1486996691255003,-0.1227099096737774,-0.1709075563145162,-0.14495697350402348,0.06656882223353944,-0.1817613561558418,-0.18139955745632644,0.20683566305165493,0.3096598926361608,0.12374416479740623,0.08420535401064948,-0.20518128737811323,0.24612062224487605,-0.2837955982175349,0.06354715606495122,-0.22090804681799694,-0.2678568922366442,0.19683880720044583
Vanguard Long-Term Corporate Bond ETF,Debt,Corporate/Preferred,,23.37653953,13.05755478,up,0.56,0.61,-0.05,-0.02846375529326433,-0.2353352368598509,-0.16817174602293491,0.7179836570511907,-0.6295480926694608,0.3911774089999668,0.3559205489984875,-0.08719472130627529,-0.03675369983808938,-0.14244786679596638,-0.47693739034100713,1.0334428649000766,-0.07779319268618895,0.1277121805326949,-1.0303244619087628,-0.8033690396789621,-0.16154641939765269,-0.10247321756178247,-0.3715111479300144,0.4925788201223168,0.16308831122939876,-0.055912489182716456,-0.27445529138627495,0.6056798134700483,-0.16740072110685963,-0.0922802217020298,0.20886125730386232,-0.1119380433545249,0.1407298075209029,0.2868648113354938,-0.34991058143603565,-0.0659442876092216,0.10908308858177829
SPDR Portfolio S&P 500 ETF,Equity,Growth&Income-Large Cap,Large,,,up,0.59,0.65,-0.06,-0.027321213189248406,0.29124132811309406,-0.572491850284797,0.2888440227685072,-0.11710229544537756,0.3068542358106284,0.046384073705284065,-0.563677402856283,0.44976086896696177,-0.1618422199013579,-0.556246582187261,1.1102259610427083,-0.5619423275780765,-0.06941181420199144,0.5344190697811567,0.21933017885868747,0.02813490751733141,-0.26914207396682205,-0.21950818333695205,0.04803327220088457,-0.30501901387584135,0.17759389620775204,0.1439175095474096,0.4429771630316085,-0.06795102230263118,0.19265813161699386,-0.5502718191269927,0.5087920038792842,-0.23177349066744235,-0.003958145135909215,-0.38991846434814864,-0.24580919445751417,0.4102804495094601
iShares 10+ Year Investment Grade Corporate Bond ETF,Debt,Corp/Pref-Inv Grade,,23.02763315,12.86986602,up,0.56,0.62,-0.06,-0.04874527450411421,-0.2181337431962948,-0.22383997610517178,0.7409698020170636,-0.6507933587397645,0.3214371658752561,0.34579983616465004,-0.03681433307381637,0.006896698464720678,-0.031004391466210462,-0.7351245095158622,1.1773601720754574,0.06604426927908541,0.20335139348522682,-0.9485023446550195,-0.8465086723136415,-0.22484273834341145,-0.2085241495587275,-0.05279204365227855,0.49430824285603736,0.17142213874636472,-0.06849763367092211,-0.273090003921045,0.6211596149388521,-0.3402303388068607,0.12449828871291244,0.25035951931851547,-0.2064515370868663,0.08850956297444751,0.33670826285988636,-0.4852859267787788,0.00023638199052878665,0.055243923512710215
iShares iBoxx $ Investment Grade Corporate Bond ETF,Debt,Corp/Pref-Inv Grade,,13.81086878,8.610471499,up,0.56,0.62,-0.06,0.2130438570090132,-0.05989422493729816,-0.26092908408079424,0.3997293313560986,-0.7018785229722984,0.2940881640094502,0.5355070083886443,-0.4086405635833079,0.29428880406189384,0.05013038983275786,-0.7271761582992226,1.0378914829111352,0.03404190354598684,-0.18210937719948775,-0.626939331533802,-0.685191543002418,-0.3610205502489008,-0.14612935014606304,-0.08540575778615679,0.807409866182074,-0.023247775774297447,0.012074685019933265,-0.43954471653562327,0.7618967126972662,-0.5030964109236232,0.2812646271560121,0.0876792906973058,-0.0660939824854164,0.17544145442508555,0.4342223865278727,-0.5015434593469712,0.010285407188705416,-0.05527578153555388
SPDR S&P Retail ETF,Equity,Undefined Equity,Small,,,up,0.44,0.51,-0.07,0.08251568601778443,0.1260792823817859,0.007267957779038316,0.028752808399020988,-0.23337626470804046,0.9230301518001902,-0.27950418965605983,-0.5265983802031374,0.3759508174805229,-0.3780737593538842,-0.25781964323381035,0.9429460970225051,0.016213268936421773,-0.8388603394403522,0.5761461236603773,0.5548517118595654,0.29921034551570397,-0.5591578771488669,-0.6134786372428782,-0.02175373758022711,-0.3865067784391157,0.07778129652746622,0.34480538064000427,0.02909189116443984,-0.06921323469080225,-0.1151330561375215,-0.022431174286511375,0.18957009927249172,0.14043046766516792,0.21590602209127044,-0.19214132825550131,-0.2009815746792849,0.14705339890147842
SPDR S&P Oil & Gas Exploration & Production ETF,Equity,Sector Fund-Energy,Small,,,up,0.41,0.48,-0.07,-0.34493229587340496,0.37331485955893523,-0.4495498582341918,0.6785032759540066,0.03470362915358994,0.42689903420034475,-0.04873851535521177,0.3765824370787406,0.31574829548157146,-0.2673082083378243,-0.37874532594242327,-0.32007532998868543,-0.8295694271515555,-0.15105516936627494,0.30190293212190966,0.5545878402764556,0.49034586943493286,-0.046387485690718315,0.6375038583892815,-0.43401641199714347,-0.3987545965814249,0.4811069397640463,0.02018254876004406,0.002162567133994348,0.5140494771912585,-0.6000695447175382,0.36908343419176726,-0.15062519879100608,0.597964343621795,-0.5387110178760314,0.23498493119233801,-0.3050843007109322,0.22698736492405408
SPDR S&P Insurance ETF,Equity,Financial Services,Small,,,up,0.56,0.64,-0.08,0.1191926848904007,0.22398188510720157,-0.14026853701526282,0.47997530718970055,-0.46781734609793313,0.31829400042933703,-0.09117154191212451,-0.5480815172493251,-0.31677149455120324,-0.16535567435907836,0.2696327235700342,0.45179374124820726,0.13590706203473124,-0.37758962770036014,-0.02941005298747743,0.1488285807549689,0.7551957428927946,-0.050422751906853996,-0.6031538527868584,-0.20315669514608525,-0.2837447132834662,0.07475859025164261,0.2315808855885261,-0.024197175381527873,0.2825313121195209,-0.10167956026060908,-0.1799520961233628,0.30841676049113154,-0.0016454495700313184,-0.09551758808981603,-0.19706545613883794,0.05452915905463698,-0.03124413235514254
SPDR S&P Homebuilders ETF,Equity,Sector Fund-Real Estate,Multi-Cap,,,up,0.52,0.62,-0.1,0.1766928421163295,-0.028338461572620335,-0.17454625079104305,0.2981405700891507,-0.6748533640968611,0.34207519038385464,0.1591518485507719,-0.4420388297751713,1.4764800787628958,-0.3272456600522357,0.1620121840909724,0.41484846658181607,0.21759252570851648,-0.24816068707952268,0.10525169147604559,0.30750593372024976,0.35277995041385807,-0.03242794914354811,-0.2620693375895602,0.37006259280819953,-0.2063786944827445,0.03770849649487688,-0.03635588681197621,-0.2167515419937343,-0.23660466379683204,0.4280109043493645,-0.3352114371687084,0.3444743563461955,-0.09480649430026193,0.23061621049626577,-0.24518802962926217,-0.22131385054575795,0.08205398843535648
United States Natural Gas Fund LP,Commodity,Commodity,,,,up,0.33,0.47,-0.14,-0.4083186729514611,1.054693868999722,0.19723866499053969,0.22811565564855812,0.5059953728863359,-0.12610407813054372,-0.2051920870834459,-0.24525769176995152,-0.49859364354248004,-0.17587716446879142,-0.2555315443799522,-1.059914363866932,-0.4094475188133201,-0.13032178747206763,-1.07640799427817,0.5376977250929591,0.06535761301825062,0.02867522408727215,0.025528396665833748,0.5447722953044559,-0.3757584915526505,0.6078235201414234,0.11357103452335991,0.14987654065368863,-0.027162829759365622,0.16226550047038282,-0.46570170554465645,0.267494457884957,0.06254848296096602,-0.30672528549916966,0.12667053942007753,0.06846592089086405,0.16699087500341442
ProShares Ultra Bloomberg Natural Gas,Commodity,Commodity,,,,up,0.26,0.41,-0.15,-0.6719422934536711,0.9116273553651468,0.5027433955748235,0.21075674863048371,0.6930628467538953,-0.039278883037980425,-0.40506907555517935,0.22846810625122407,-0.4049049869906535,-0.1285039312563249,-0.671449691361958,-0.80755014836123,-0.11649774352639226,-0.20833806436036667,-0.8887914822794805,0.2818671902514798,-0.24669069677786265,0.13812716211868528,0.011343156434556164,0.5917928167932357,-0.19613472501297122,0.5589230152844389,-0.005246933762000521,0.038053830537747,0.08565766608924899,0.10439057596479155,-0.31384028862352364,0.17009831682811913,-0.02982788083340716,-0.23696742730075257,0.14215117291507023,0.09241899293567253,-0.03819665401739995
iShares Floating Rate Bond ETF,Debt,Govt/Corp Short Term,,1.738550086,1.544739144,up,0.63,0.78,-0.15,-0.4445591025594984,0.7606104161853078,-0.4337993377473368,-0.13502094410488483,0.5567621669571123,-0.3758936552416412,-0.8184821074718996,0.7441046252484936,-0.06892850421285068,0.31922145095949805,0.17167388461943586,-0.2973829384627499,-0.8226178660764247,0.138139567903359,0.7614296332008238,0.28625844530761874,-0.07473097752008571,-0.4973377000952946,0.4040754655015936,0.07009280150808275,-0.643289680046697,1.1011413802132772,-0.6695640541502765,0.13307725012610225,-0.26324733259418315,0.3970275510484014,0.3389905934907823,-0.39902111117579037,0.2324537593100767,0.2884258528940568,-0.35680443036712767,-0.4803288320329853,0.6585888449101542
Invesco Preferred ETF,Debt,Corporate/Preferred,,6.41001738,0.001394583,up,0.41,0.6,-0.19,-0.18657426396982987,-0.25854147389337806,-0.03744054286537139,-0.40856373101793064,-0.5734489961401354,0.37272968237683274,-0.15916455572769125,0.7116064110193433,0.1217180107295297,0.6284992791104504,-0.35754445780126787,1.4806731526844494,-0.3756885465504094,-0.6134666477286995,-0.5425779171173359,0.32851913461677884,-0.1910304031267187,-0.3090709669401547,0.12149673235844831,0.9869077809102476,-0.547517387684757,0.24946951775097756,-0.20719723811149113,0.0541787246444715,0.025308972944728426,0.10158251396408378,0.33524852103853725,-0.4322425332066448,0.0016908011554678064,-0.2186876200017562,-0.07331178361149758,-0.260257521904115,0.3195272969024278
iShares Preferred and Income Securities ETF,Debt,Corporate/Preferred,,,,up,0.37,0.61,-0.24,-0.4478242340025612,-0.1597375604595753,-0.321678168843792,-0.4655806963917937,-0.4908188824964757,0.37727246107793333,-0.2785242516582258,0.8310092321783952,0.36635127551730357,0.6327584257665387,-0.6257051890824186,1.7241722308889906,-0.5255101888795415,-0.8443438890104549,-0.45284236139625056,0.3861042808270289,-0.06255016776932062,-0.335082260670034,0.2823569881741271,0.8781709607847301,-0.453075574686161,0.2699254258883059,-0.04197380178047872,0.24761854015985477,-0.041640215155032155,0.10112734242390316,0.09414554209277379,-0.2349833214600399,0.010187442991983974,-0.13123678766858538,-0.21878695770069795,-0.1603376585828401,0.3360208066681718
